66,CATEGORY_ID,Чернила AEBO RISO RC/RA/GR/RP Green / 1000ml/ GR 1700/ 1750/ 2700/ 2710/ 2750/ 3710/ 3750 RP 3100/ 3105/ 3500/ 3505/ 3590, FR 2950/ 3910/ 3950,GR-1000 Green-A,AEBO,Чернила,chernila-aebo-riso-rc-ra-gr-rp-green-1000ml-gr-1700-1750-2700-2710-2750-3710-3750-rp-3100-3105-3500-3505-3590-fr-2950-3910-3950gr-1000-green-a,292.25,1,1
67,CATEGORY_ID,Чернила AEBO Riso-RC/RA/GR/RP Blue (1000ml) GR 1700/ 1750/ 2700/ 2710/ 2750/ 3710/ 3750 RP 3100/ 3105/ 3500/ 3505/ 3590, FR 2950/ 3910/ 3950,GR-1000 Blue-A,AEBO,Чернила,chernila-aebo-riso-rc-ra-gr-rp-blue-1000ml-gr-1700-1750-2700-2710-2750-3710-3750-rp-3100-3105-3500-3505-3590-fr-2950-3910-3950gr-1000-blue-a,292.25,1,1
68,CATEGORY_ID,Чернила AEBO Riso-RC/RA/GR/RP Red (1000ml) GR 1700/ 1750/ 2700/ 2710/ 2750/ 3710/ 3750 RP 3100/ 3105/ 3500/ 3505/ 3590, FR 2950/ 3910/ 3950,GR-1000 Red-A,AEBO,Чернила,chernila-aebo-riso-rc-ra-gr-rp-red-1000ml-gr-1700-1750-2700-2710-2750-3710-3750-rp-3100-3105-3500-3505-3590-fr-2950-3910-3950gr-1000-red-a,292.25,1,1
69,CATEGORY_ID,Чернила черные AEBO DUPLO DP 21S/ 22S/ 205/ 203/ 43S/ 210e/ 220e / 600ml/ Type DP514,DP-514-A,AEBO,Чернила,chernila-chernye-aebo-duplo-dp-21s-22s-205-203-43s-210e-220e-600ml-type-dp514dp-514-a,133.0,1,1
70,CATEGORY_ID,Чернила черные AEBO DUPLO DP-430/ 600 ml/  ND-24/ Black,ND-24-A,AEBO,Чернила,chernila-chernye-aebo-duplo-dp-430-600-ml-nd-24-blacknd-24-a,154.0,1,1
71,CATEGORY_ID,Чернила черные AEBO Duplo DP-550S/850S/J450 Black (1000 мл),DU14L-A,AEBO,Чернила,chernila-chernye-aebo-duplo-dp-550s-850s-j450-black-1000-ml-du14l-a,231.0,1,1
72,CATEGORY_ID,Чернила черные AEBO RICOH JP-1210/ 1250/ 3000/ Gestetner 5308/ 5309/ 5430/ DX3240/ CP430/ CP308  JP-12,JP-12-A,AEBO,Чернила,chernila-chernye-aebo-ricoh-jp-1210-1250-3000-gestetner-5308-5309-5430-dx3240-cp430-cp308-jp-12jp-12-a,129.5,1,1
73,CATEGORY_ID,Чернила черные AEBO RICOH JP-5000/5500/5800, Gestetner 5450/5455, CP450 (JP-10 Black (1000 ml) 12 шт, в коробке,JP-10-A,AEBO,Чернила,chernila-chernye-aebo-ricoh-jp-5000-5500-5800-gestetner-5450-5455-cp450-jp-10-black-1000-ml-12-sht-v-korobkejp-10-a,255.5,1,1
74,CATEGORY_ID,Чернила черные AEBO Riso CR 1610/ 1630 / 800 ml / Cartridge/ CR-800/ S-2487,CR-800-A,AEBO,Чернила,chernila-chernye-aebo-riso-cr-1610-1630-800-ml-cartridge-cr-800-s-2487cr-800-a,157.5,1,1
75,CATEGORY_ID,Чернила черные AEBO Riso GR 3770 HD (1000ml) S-2314,GR-HD-A,AEBO,Чернила,chernila-chernye-aebo-riso-gr-3770-hd-1000ml-s-2314gr-hd-a,262.5,1,1
76,CATEGORY_ID,Чернила черные AEBO RISO GR/ RC/ RA/ 1700/ 1750/ 2700/ 2710/ 2750/ 3710/ 3750 / S-3878/ 1000 ml/ Black/ GR-1000,GR-1000-A,AEBO,Чернила,chernila-chernye-aebo-riso-gr-rc-ra-1700-1750-2700-2710-2750-3710-3750-s-3878-1000-ml-black-gr-1000gr-1000-a,150.5,1,1
77,CATEGORY_ID,Чернила черные AEBO RISO RP 3100/ 3105/ 3500/ 3505/ 3590/ FR 2950/ 3910/ 3950/ 1 000 ml / Cartridge S-3919E,RP-1000-A,AEBO,Чернила,chernila-chernye-aebo-riso-rp-3100-3105-3500-3505-3590-fr-2950-3910-3950-1-000-ml-cartridge-s-3919erp-1000-a,152.25,1,1
78,CATEGORY_ID,Чернила черные AEBO Riso RP-3700/ 3790 HD (1000ml) S-4386E,RP HD-1000-A,AEBO,Чернила,chernila-chernye-aebo-riso-rp-3700-3790-hd-1000ml-s-4386erp-hd-1000-a,273.0,1,1
79,CATEGORY_ID,Чернила черные AEBO Riso RZ/EZ/MZ -200/ 230/ 300/ 370/ 570/ 590 1000 ml S-4253E,RZ-1000-A,AEBO,Чернила,chernila-chernye-aebo-riso-rz-ez-mz-200-230-300-370-570-590-1000-ml-s-4253erz-1000-a,225.75,1,1
80,CATEGORY_ID,Чип APEX Epson Aculaser M1400/MX14/MX14NF ( 2.2K C13S050650 ),ALE-650-2.2K,APEX,Чипы,chip-apex-epson-aculaser-m1400-mx14-mx14nf-2-2k-c13s050650-ale-650-2-2k,28.0,1,1
81,CATEGORY_ID,Чип APEX Epson Aculaser M1400/MX14/MX14NF ( 2.2K C13S050651 ),ALE-651-2.2K,APEX,Чипы,chip-apex-epson-aculaser-m1400-mx14-mx14nf-2-2k-c13s050651-ale-651-2-2k,28.0,1,1
82,CATEGORY_ID,Чип APEX HP Color LJ 1600/2600/ 2700/3000/ 3600/3800/ 4700/ CM1015/1017/ CP3505/ CM4730 ( Black  Q6000A/Q7560A/Q6470A/Q5950A/Q6460A ),ALH-UKX,APEX,Чипы,chip-apex-hp-color-lj-1600-2600-2700-3000-3600-3800-4700-cm1015-1017-cp3505-cm4730-black-q6000a-q7560a-q6470a-q5950a-q6460a-alh-ukx,21.0,1,1
83,CATEGORY_ID,Чип APEX HP Color LJ 1600/2600/ 2700/3000/ 3600/3800/ 4700/ CM1015/1017/ CP3505/ CM4730 ( Magenta Q6003A/Q7563A/Q6473A/Q5953A/Q6463A ),ALH-UMX,APEX,Чипы,chip-apex-hp-color-lj-1600-2600-2700-3000-3600-3800-4700-cm1015-1017-cp3505-cm4730-magenta-q6003a-q7563a-q6473a-q5953a-q6463a-alh-umx,21.0,1,1
84,CATEGORY_ID,Чип APEX HP Color LJ 1600/2600/ 2700/3000/ 3600/3800/ 4700/ CM1015/1017/ CP3505/ CM4730 ( Yellow Q6002A/Q7562A/Q6472A/Q5952A/Q6462A ),ALH-UYX,APEX,Чипы,chip-apex-hp-color-lj-1600-2600-2700-3000-3600-3800-4700-cm1015-1017-cp3505-cm4730-yellow-q6002a-q7562a-q6472a-q5952a-q6462a-alh-uyx,21.0,1,1
85,CATEGORY_ID,Чип APEX HP Color LJ 5500/5550 series (  Cyan 12K C9731A ),ALH-C9731A,APEX,Чипы,chip-apex-hp-color-lj-5500-5550-series-cyan-12k-c9731a-alh-c9731a,91.0,1,1
86,CATEGORY_ID,Чип APEX HP Color LJ 5500/5550 series (  Magenta 12K C9733A ),ALH-C9733A,APEX,Чипы,chip-apex-hp-color-lj-5500-5550-series-magenta-12k-c9733a-alh-c9733a,91.0,1,1
87,CATEGORY_ID,Чип APEX HP Color LJ 5500/5550 series (  Yellow 12K C9732A ),ALH-C9732A,APEX,Чипы,chip-apex-hp-color-lj-5500-5550-series-yellow-12k-c9732a-alh-c9732a,91.0,1,1
88,CATEGORY_ID,Чип APEX HP Color Pro M252/ M274/ M277 NEW! ( Cyan 2,3K CF401X ),ALH-CF401X,APEX,Чипы,chip-apex-hp-color-pro-m252-m274-m277-new-cyan-23k-cf401x-alh-cf401x,413.0,1,1
89,CATEGORY_ID,Чип APEX HP Color Pro M252/ M274/ M277 NEW! / Magenta/  2,3 K/ CF403X,ALH-CF403X,APEX,Чипы,chip-apex-hp-color-pro-m252-m274-m277-new-magenta-23-k-cf403xalh-cf403x,413.0,1,1
90,CATEGORY_ID,Чип APEX HP Color Pro M252/ M274/ M277 NEW! / Yellow, 2,3К/ CF402X,ALH-CF402X,APEX,Чипы,chip-apex-hp-color-pro-m252-m274-m277-new-yellow-23k-cf402xalh-cf402x,413.0,1,1
91,CATEGORY_ID,Чип APEX HP Color Pro M252/ M274/ M277/ Black/ 2,8 K/ CF400X,ALH-CF400X,APEX,Чипы,chip-apex-hp-color-pro-m252-m274-m277-black-28-k-cf400xalh-cf400x,413.0,1,1
92,CATEGORY_ID,Чип APEX HP CP1025/1215/ 2025/ CM2320/ M551n/M575 ( Black  CB540A/CC530A/CE400A/CE310A ),TRK/C1,APEX,Чипы,chip-apex-hp-cp1025-1215-2025-cm2320-m551n-m575-black-cb540a-cc530a-ce400a-ce310a-trk-c1,17.5,1,1
93,CATEGORY_ID,Чип APEX HP CP1025/1215/ 2025/ CM2320/ M551n/M575 ( Cyan  CB541A/CC531A/CE401A/CE311A ),TRC/C1,APEX,Чипы,chip-apex-hp-cp1025-1215-2025-cm2320-m551n-m575-cyan-cb541a-cc531a-ce401a-ce311a-trc-c1,17.5,1,1
94,CATEGORY_ID,Чип APEX HP CP1025/1215/ 2025/ CM2320/ M551n/M575 ( Magenta  CB543A/CC533A/CE403A/CE313A ),TRM/C1,APEX,Чипы,chip-apex-hp-cp1025-1215-2025-cm2320-m551n-m575-magenta-cb543a-cc533a-ce403a-ce313a-trm-c1,17.5,1,1
95,CATEGORY_ID,Чип APEX HP CP1025/1215/ 2025/ CM2320/ M551n/M575 ( Yellow  CB542A/CC532A/CE402A/CE312A ),TRY/C1,APEX,Чипы,chip-apex-hp-cp1025-1215-2025-cm2320-m551n-m575-yellow-cb542a-cc532a-ce402a-ce312a-try-c1,17.5,1,1
96,CATEGORY_ID,Чип APEX HP LJ 1320/P2015/2400/M3027/M3035/P3005/4200/4250/4350/4345 (Q5949X/Q6511X/Q5942X/Q7553X/Q7551X/ H-Universal-X ),TSK/L2,APEX,Чипы,chip-apex-hp-lj-1320-p2015-2400-m3027-m3035-p3005-4200-4250-4350-4345-q5949x-q6511x-q5942x-q7553x-q7551x-h-universal-x-tsk-l2,19.25,1,1
97,CATEGORY_ID,Чип APEX HP LJ 1500/2500/2550/2820/2840/3500/3550/3700 UNIVERSAL ( Black Q9700A/Q3960A/Q2670A ),TSK/L3,APEX,Чипы,chip-apex-hp-lj-1500-2500-2550-2820-2840-3500-3550-3700-universal-black-q9700a-q3960a-q2670a-tsk-l3,31.5,1,1
98,CATEGORY_ID,Чип APEX HP LJ 1500/2500/2550/2820/2840/3500/3550/3700 UNIVERSAL ( Cyan Q9701A/Q3961A/Q2671A ),TSC/L3,APEX,Чипы,chip-apex-hp-lj-1500-2500-2550-2820-2840-3500-3550-3700-universal-cyan-q9701a-q3961a-q2671a-tsc-l3,31.5,1,1
99,CATEGORY_ID,Чип APEX HP LJ 1500/2500/2550/2820/2840/3500/3550/3700 UNIVERSAL ( Magenta Q9703A/Q3963A/Q2673A ),TSM/L3,APEX,Чипы,chip-apex-hp-lj-1500-2500-2550-2820-2840-3500-3550-3700-universal-magenta-q9703a-q3963a-q2673a-tsm-l3,31.5,1,1
100,CATEGORY_ID,Чип APEX HP LJ 1500/2500/2550/2820/2840/3500/3550/3700 UNIVERSAL ( Yellow Q9702A/Q3962A/Q2672A ),TSY/L3,APEX,Чипы,chip-apex-hp-lj-1500-2500-2550-2820-2840-3500-3550-3700-universal-yellow-q9702a-q3962a-q2672a-tsy-l3,31.5,1,1
101,CATEGORY_ID,Чип APEX HP LJ Pro CP1025/CP1025nw/Pro 100/M175/M275 ( Black 1.2K CE310A ),ALH-CE310A-1.2K,APEX,Чипы,chip-apex-hp-lj-pro-cp1025-cp1025nw-pro-100-m175-m275-black-1-2k-ce310a-alh-ce310a-1-2k,17.5,1,1
102,CATEGORY_ID,Чип APEX HP LJ Pro CP1025/CP1025nw/Pro 100/M175/M275 ( Cyan 1K CE311A ),ALH-CE311A-1K,APEX,Чипы,chip-apex-hp-lj-pro-cp1025-cp1025nw-pro-100-m175-m275-cyan-1k-ce311a-alh-ce311a-1k,17.5,1,1
103,CATEGORY_ID,Чип APEX HP LJ Pro CP1025/CP1025nw/Pro 100/M175/M275 ( Magenta 1K CE313A ),ALH-CE313A-1K,APEX,Чипы,chip-apex-hp-lj-pro-cp1025-cp1025nw-pro-100-m175-m275-magenta-1k-ce313a-alh-ce313a-1k,17.5,1,1
104,CATEGORY_ID,Чип APEX HP LJ Pro CP1025/CP1025nw/Pro 100/M175/M275 ( Yellow 1K CE312A ),ALH-CE312A-1K,APEX,Чипы,chip-apex-hp-lj-pro-cp1025-cp1025nw-pro-100-m175-m275-yellow-1k-ce312a-alh-ce312a-1k,17.5,1,1
105,CATEGORY_ID,Чип APEX HP M476 (2.4K) CF380A Black,ALH-CF380A,APEX,Чипы,chip-apex-hp-m476-2-4k-cf380a-blackalh-cf380a,40.25,1,1
106,CATEGORY_ID,Чип APEX HP M476 / 2.7K/ CF381A/ Cyan/ ALH-CF381A,ALH-CF381A,APEX,Чипы,chip-apex-hp-m476-2-7k-cf381a-cyan-alh-cf381aalh-cf381a,40.25,1,1
107,CATEGORY_ID,Чип APEX HP M476 / 2.7K/ CF382A Yellow/ ALH-CF382A,ALH-CF382A,APEX,Чипы,chip-apex-hp-m476-2-7k-cf382a-yellow-alh-cf382aalh-cf382a,40.25,1,1
108,CATEGORY_ID,Чип APEX HP M476 / 2.7K/ CF383A Magenta/ ALH-CF383A,ALH-CF383A,APEX,Чипы,chip-apex-hp-m476-2-7k-cf383a-magenta-alh-cf383aalh-cf383a,40.25,1,1
109,CATEGORY_ID,Чип APEX Minolta bizhub 3320 ( TNP43(A6WT00W) BK 10K WW ),ALM-A6WT00W,APEX,Чипы,chip-apex-minolta-bizhub-3320-tnp43-a6wt00w-bk-10k-ww-alm-a6wt00w,1281.0,1,1
110,CATEGORY_ID,Чип APEX Minolta bizhub C220/280/360 (   CMY DR-311-75K-DRUM (A0XV0TD) ),ALM-DR311C-75K-DRUM,APEX,Чипы,chip-apex-minolta-bizhub-c220-280-360-cmy-dr-311-75k-drum-a0xv0td-alm-dr311c-75k-drum,168.0,1,1
111,CATEGORY_ID,Чип APEX Minolta bizhub C220/280/360 (   DR-311K-100K-DRUM (A0XV0RD) ),ALM-DR311K-100K-DRUM,APEX,Чипы,chip-apex-minolta-bizhub-c220-280-360-dr-311k-100k-drum-a0xv0rd-alm-dr311k-100k-drum,168.0,1,1
112,CATEGORY_ID,Чип APEX OKI 5800/5900  ( Black 6K 43324424 ),ALO-4424/O-5800-6K-BK,APEX,Чипы,chip-apex-oki-5800-5900-black-6k-43324424-alo-4424-o-5800-6k-bk,92.75,1,1
113,CATEGORY_ID,Чип APEX OKI 5800/5900  ( Cyan 6K 43324423 ),ALO-4423/O-5800-6K-C,APEX,Чипы,chip-apex-oki-5800-5900-cyan-6k-43324423-alo-4423-o-5800-6k-c,92.75,1,1
114,CATEGORY_ID,Чип APEX OKI 5800/5900  ( Magenta 6K 43324422 ),ALO-4422/O-5800-6K-M,APEX,Чипы,chip-apex-oki-5800-5900-magenta-6k-43324422-alo-4422-o-5800-6k-m,92.75,1,1
115,CATEGORY_ID,Чип APEX OKI 5800/5900  ( Yellow  6K 43324421 ),ALO-4421/O-5800-6K-Y,APEX,Чипы,chip-apex-oki-5800-5900-yellow-6k-43324421-alo-4421-o-5800-6k-y,92.75,1,1
116,CATEGORY_ID,Чип APEX OKI B401/MB441/MB451 ( Black 1.5K 44992401 ),ALO-B401-1.5K,APEX,Чипы,chip-apex-oki-b401-mb441-mb451-black-1-5k-44992401-alo-b401-1-5k,49.0,1,1
117,CATEGORY_ID,Чип APEX OKI B401/MB441/MB451 ( Black 2.5K 44992402 ),ALO-B401-2.5K,APEX,Чипы,chip-apex-oki-b401-mb441-mb451-black-2-5k-44992402-alo-b401-2-5k,52.5,1,1
118,CATEGORY_ID,Чип APEX OKI B431 (Black 10K 44574902/ 44574906),ALO-B431-10K,APEX,Чипы,chip-apex-oki-b431-black-10k-44574902-44574906-alo-b431-10k,49.0,1,1
119,CATEGORY_ID,Чип APEX OKI C8600/C8800 ( Black 6K 43487712 ),ALO-7712/O-8600-6K-BK,APEX,Чипы,chip-apex-oki-c8600-c8800-black-6k-43487712-alo-7712-o-8600-6k-bk,133.0,1,1
120,CATEGORY_ID,Чип APEX OKI C8600/C8800 ( Cyan 6K 43487711 ),ALO-7711/O-8600-6K-C,APEX,Чипы,chip-apex-oki-c8600-c8800-cyan-6k-43487711-alo-7711-o-8600-6k-c,133.0,1,1
121,CATEGORY_ID,Чип APEX OKI C8600/C8800 ( Magenta 6K 43487710 ),ALO-7710/O-8600-6K-M,APEX,Чипы,chip-apex-oki-c8600-c8800-magenta-6k-43487710-alo-7710-o-8600-6k-m,133.0,1,1
122,CATEGORY_ID,Чип APEX OKI C8600/C8800 ( Yellow 6K 43487709 ),ALO-7709/O-8600-6K-Y,APEX,Чипы,chip-apex-oki-c8600-c8800-yellow-6k-43487709-alo-7709-o-8600-6k-y,133.0,1,1
123,CATEGORY_ID,Чип APEX Ricoh Aficio SP3400/3410 /3500/3510 ( Black 5K 406465 ),ALR-3400-5K,APEX,Чипы,chip-apex-ricoh-aficio-sp3400-3410-3500-3510-black-5k-406465-alr-3400-5k,45.5,1,1
124,CATEGORY_ID,Чип APEX Ricoh Aficio SPC410/C411/ CL 4000 ( Black 15K 888308  ),ALR-C410K-15K,APEX,Чипы,chip-apex-ricoh-aficio-spc410-c411-cl-4000-black-15k-888308-alr-c410k-15k,45.5,1,1
125,CATEGORY_ID,Чип APEX Ricoh Aficio SPC410/C411/ CL 4000 ( Cyan 15K 888311  ),ALR-C410C-15K,APEX,Чипы,chip-apex-ricoh-aficio-spc410-c411-cl-4000-cyan-15k-888311-alr-c410c-15k,45.5,1,1
126,CATEGORY_ID,Чип APEX Ricoh Aficio SPC410/C411/ CL 4000 ( Magenta  15K 888310  ),ALR-C410M-15K,APEX,Чипы,chip-apex-ricoh-aficio-spc410-c411-cl-4000-magenta-15k-888310-alr-c410m-15k,45.5,1,1
127,CATEGORY_ID,Чип APEX Ricoh Aficio SPC410/C411/ CL 4000 ( Yellow 15K 888309  ),ALR-C410Y-15K,APEX,Чипы,chip-apex-ricoh-aficio-spc410-c411-cl-4000-yellow-15k-888309-alr-c410y-15k,45.5,1,1
128,CATEGORY_ID,Чип APEX SAMSUNG CLP-310/ 315/ CLX-3170/ 3175 / Cyan 1K CLT-C409S,ALS-C409-1K,APEX,Чипы,chip-apex-samsung-clp-310-315-clx-3170-3175-cyan-1k-clt-c409sals-c409-1k,40.25,1,1
129,CATEGORY_ID,Чип APEX Samsung CLP-310/315/ CLX-3170/3175 ( Black 1.5K CLT-K409S ),ALS-K409-1.5K,APEX,Чипы,chip-apex-samsung-clp-310-315-clx-3170-3175-black-1-5k-clt-k409s-als-k409-1-5k,40.25,1,1
130,CATEGORY_ID,Чип APEX Samsung CLP-310/315/ CLX-3170/3175 ( Magenta 1K CLT-M409S ),ALS-M409-1K,APEX,Чипы,chip-apex-samsung-clp-310-315-clx-3170-3175-magenta-1k-clt-m409s-als-m409-1k,40.25,1,1
131,CATEGORY_ID,Чип APEX Samsung CLP-310/315/ CLX-3170/3175 ( Yellow 1K CLT-Y409S ),ALS-Y409-1K,APEX,Чипы,chip-apex-samsung-clp-310-315-clx-3170-3175-yellow-1k-clt-y409s-als-y409-1k,40.25,1,1
132,CATEGORY_ID,Чип APEX SAMSUNG CLP-320/325/ CLX -3185/ 3285 / Yellow/ 1K CLT-Y407S,ALS-Y407-1K,APEX,Чипы,chip-apex-samsung-clp-320-325-clx-3185-3285-yellow-1k-clt-y407sals-y407-1k,50.75,1,1
133,CATEGORY_ID,Чип APEX Samsung CLP-320/325/ CLX -3185/3285 ( Black 1.5K CLT-K407S ),ALS-K407-1.5K,APEX,Чипы,chip-apex-samsung-clp-320-325-clx-3185-3285-black-1-5k-clt-k407s-als-k407-1-5k,50.75,1,1
134,CATEGORY_ID,Чип APEX Samsung CLP-320/325/ CLX -3185/3285 ( Cyan 1K CLT-C407S ),ALS-C407-1K,APEX,Чипы,chip-apex-samsung-clp-320-325-clx-3185-3285-cyan-1k-clt-c407s-als-c407-1k,50.75,1,1
135,CATEGORY_ID,Чип APEX Samsung CLP-320/325/ CLX -3185/3285 ( Magenta 1K CLT-M407S ),ALS-M407-1K,APEX,Чипы,chip-apex-samsung-clp-320-325-clx-3185-3285-magenta-1k-clt-m407s-als-m407-1k,50.75,1,1
136,CATEGORY_ID,Чип APEX Samsung CLP-360/365/ CLX-3300/3305/ SL-C410W/C460W ( Black 1.5K CLT-K406S ),ALS-K406S-1.5K,APEX,Чипы,chip-apex-samsung-clp-360-365-clx-3300-3305-sl-c410w-c460w-black-1-5k-clt-k406s-als-k406s-1-5k,182.0,1,1
137,CATEGORY_ID,Чип APEX Samsung CLP-360/365/ CLX-3300/3305/ SL-C410W/C460W ( Cyan 1K CLT-C406S ),ALS-C406S-1K,APEX,Чипы,chip-apex-samsung-clp-360-365-clx-3300-3305-sl-c410w-c460w-cyan-1k-clt-c406s-als-c406s-1k,182.0,1,1
138,CATEGORY_ID,Чип APEX Samsung CLP-360/365/ CLX-3300/3305/ SL-C410W/C460W ( Magenta 1K CLT-M406S ),ALS-M406S-1K,APEX,Чипы,chip-apex-samsung-clp-360-365-clx-3300-3305-sl-c410w-c460w-magenta-1k-clt-m406s-als-m406s-1k,182.0,1,1
139,CATEGORY_ID,Чип APEX Samsung CLP-360/365/ CLX-3300/3305/ SL-C410W/C460W ( Yellow 1K CLT-Y406S ),ALS-Y406S-1K,APEX,Чипы,chip-apex-samsung-clp-360-365-clx-3300-3305-sl-c410w-c460w-yellow-1k-clt-y406s-als-y406s-1k,182.0,1,1
140,CATEGORY_ID,Чип APEX Samsung CLP-620/670/ SCX-6220/6250 ( Black 5K CLT-K508L ),ALS-K508L-5K,APEX,Чипы,chip-apex-samsung-clp-620-670-scx-6220-6250-black-5k-clt-k508l-als-k508l-5k,63.0,1,1
141,CATEGORY_ID,Чип APEX Samsung CLP-620/670/ SCX-6220/6250 ( Cyan 4K CLT-C508L ),ALS-C508L-4K,APEX,Чипы,chip-apex-samsung-clp-620-670-scx-6220-6250-cyan-4k-clt-c508l-als-c508l-4k,63.0,1,1
142,CATEGORY_ID,Чип APEX Samsung CLP-620/670/ SCX-6220/6250 ( Magenta 4K CLT-M508L ),ALS-M508L-4K,APEX,Чипы,chip-apex-samsung-clp-620-670-scx-6220-6250-magenta-4k-clt-m508l-als-m508l-4k,63.0,1,1
143,CATEGORY_ID,Чип APEX Samsung CLP-620/670/ SCX-6220/6250 ( Yellow 4K CLT-Y508S/SEE ),ALS-Y508L-4K,APEX,Чипы,chip-apex-samsung-clp-620-670-scx-6220-6250-yellow-4k-clt-y508s-see-als-y508l-4k,63.0,1,1
144,CATEGORY_ID,Чип APEX Samsung ML-1640/1641/2240/2241 ( 1.5K MLT-D108S/SEE ),ALS-D108S-1.5K,APEX,Чипы,chip-apex-samsung-ml-1640-1641-2240-2241-1-5k-mlt-d108s-see-als-d108s-1-5k,42.0,1,1
145,CATEGORY_ID,Чип APEX Samsung ML-1660/1665/1667/1860/1865/1867 SCX-3200/3205/3207 ( 1.5K MLT-D104S/SEE ),ALS-D104S-1.5K,APEX,Чипы,chip-apex-samsung-ml-1660-1665-1667-1860-1865-1867-scx-3200-3205-3207-1-5k-mlt-d104s-see-als-d104s-1-5k,57.75,1,1
146,CATEGORY_ID,Чип APEX Samsung ML-1910/1915/2525/ SCX-4600/4623/ SF-650 ( 2.5K MLT-D105L/SEE ),ALS-D105L-2.5K,APEX,Чипы,chip-apex-samsung-ml-1910-1915-2525-scx-4600-4623-sf-650-2-5k-mlt-d105l-see-als-d105l-2-5k,49.0,1,1
147,CATEGORY_ID,Чип APEX Samsung ML-2160/2165W/ SCX-3400 ( 1.5K MLT-D101S/SEE ),ALS-D101S-1.5K,APEX,Чипы,chip-apex-samsung-ml-2160-2165w-scx-3400-1-5k-mlt-d101s-see-als-d101s-1-5k,143.5,1,1
148,CATEGORY_ID,Чип APEX Samsung ML-3310D/3310ND/3710D/3710ND/ SCX-4833FD/4833FR/5637FR ( 5K MLT-D205L/SEE ),ALS-D205L-5K,APEX,Чипы,chip-apex-samsung-ml-3310d-3310nd-3710d-3710nd-scx-4833fd-4833fr-5637fr-5k-mlt-d205l-see-als-d205l-5k,50.75,1,1
149,CATEGORY_ID,Чип APEX Samsung ML-3710D/3710ND/ SCX-5637FR ( 10K MLT-D205E/SEE ),ALS-D205E-10K,APEX,Чипы,chip-apex-samsung-ml-3710d-3710nd-scx-5637fr-10k-mlt-d205e-see-als-d205e-10k,50.75,1,1
150,CATEGORY_ID,Чип APEX Samsung SCX-4200/4220 ( 3K SCX-D4200A/SEE ),ALS-4200D3-3K,APEX,Чипы,chip-apex-samsung-scx-4200-4220-3k-scx-d4200a-see-als-4200d3-3k,19.25,1,1
